"EvergreenName","Application","CommunityPackageId","CommunityVersion","EvergreenVersion","Published","VersionMismatch","StaleDays","LastChecked","AmbiguousMatch"
"OpenShellMenu","Open-Shell-Menu","","","4.4.198","","False","","2026-08-21","False"
"OpenShotStudiosOpenShotVideoEditor","OpenShot Studios OpenShot Video Editor","OpenShot","3.5.1","3.5.1","2026-04-15","False","128","2026-08-21","False"
"OpenSSLLibrary","OpenSSL Library","openssl","4.0.1","4.0.1","2026-06-10","False","72","2026-08-21","False"
"OperaAirBrowser","Opera Air Browser","Opera","135.0.5973.41","134.0.5954.63","2026-08-20","True","2","2026-08-22","True"
"OperaBrowser","Opera Browser","Opera","135.0.5973.41","136.0.5995.0","2026-08-20","True","2","2026-08-22","True"
"OracleJava17","Oracle Java 17","","","17.0.19","","False","","2026-08-22","False"
"RedHatOpenJDK21","Red Hat OpenJDK 21","openjdk","25.0.0.1","21.0.8+9","2025-10-06","True","320","2026-08-22","True"
"RedHatOpenJDK8","Red Hat OpenJDK 8","openjdk","25.0.0.1","jdk8u462-b08","2025-10-06","True","320","2026-08-22","True"
"reMarkable","reMarkable","remarkable","3.5.0.750","3.27.3.1480","2023-07-08","True","1141","2026-08-22","False"
"ResponsivelyApp","Responsively App","responsively","1.5.0","1.18.0","2023-06-25","True","1154","2026-08-22","False"
"RIADigiDoc4Client","RIA DigiDoc4 Client","","","4.11.0","","False","","2026-08-22","False"
"RicoSuterNSwagStudio","Rico Suter NSwagStudio","NSwagStudio","14.7.1","14.7.1","2026-04-20","False","124","2026-08-22","False"
"RiegeScopeRuntime","Riege Scope Runtime","","","17.17.1","","False","","2026-08-22","False"
"RingCentral","RingCentral","ringcentral","26.3.1012","26.3.1012","2026-07-31","False","22","2026-08-22","False"
"RizonesoftNotepad3","Rizonesoft Notepad3","notepad3","7.26.602.1","7.26.602.1","2026-06-06","False","77","2026-08-22","False"
"RobCaelersWorkrave","Rob Caelers Workrave","workrave","1.11.1","1.11.1","2026-07-31","False","22","2026-08-22","False"
"RocketChat","Rocket.Chat","rocketchat","4.16.0","4.16.0","2026-08-11","False","11","2026-08-22","False"
"RonyShapiroPasswordSafe","Rony Shapiro Password Safe","","","3.72.1","","False","","2026-08-22","False"
"RStudioQuartoCLI","RStudio Quarto CLI","quarto","1.10.18","1.10.18","2026-07-24","False","29","2026-08-22","False"
"RustDeskClient","RustDesk Client","rustdesk","1.4.9","1.4.9","2026-07-07","False","46","2026-08-22","False"
"SaeraSoftCaesiumImageCompressor","SaeraSoft Caesium Image Compressor","","","2.8.5","","False","","2026-08-22","False"
"SafeExamBrowser","Safe Exam Browser","safeexambrowser","3.10.2","3.10.2","2026-05-10","False","104","2026-08-22","False"
"SafingPortmaster","Safing Portmaster","portmaster","2.2.1","2.2.1","2026-07-02","False","51","2026-08-22","False"
"SAGAGIS","SAGA-GIS","saga-gis","7.2.0","9.13.0","2023-04-17","True","1223","2026-08-22","False"
"SandboxiePlus","Sandboxie Plus","sandboxie","5.73.2","1.18.2","2026-08-16","True","6","2026-08-22","False"
"SangomaDesktopSoftphone","Sangoma Desktop Softphone","","","4.2.0","","False","","2026-08-22","False"
"ScooterBeyondCompare","Scooter Beyond Compare","","","5.2.5.32528","","False","","2026-08-22","False"
"ScottBrogdenDitto","Scott Brogden Ditto","ditto","3.25.113","3.25.113.0","2025-09-27","True","329","2026-08-22","False"
"Scratch","Scratch","scratch","3.32.0","3.32.1","2026-05-16","True","98","2026-08-22","False"
"ScreenToGif","ScreenToGif","screentogif","2.41.0","2.43.2","2024-05-13","True","831","2026-08-22","False"
"ShareX","ShareX","sharex","21.0.0","21.0.0","2026-07-04","False","49","2026-08-22","False"
"Sigil","Sigil Ebook","Sigil","2.7.6","2.8.1","2026-03-23","True","152","2026-08-22","False"
"SignalDesktop","Signal for Windows","signal","8.24.1","8.24.1","2026-08-21","False","1","2026-08-22","False"
"SimonSteeleProgrammersNotepad","Simon Steele Programmer's Notepad","","","2.4.2","","False","","2026-08-22","False"
"SkymaticCryptomator","Skymatic Cryptomator","cryptomator","1.19.2","1.19.3","2026-03-21","True","154","2026-08-22","False"
"Slack","Slack","slack","4.51.191","4.50.136","2026-08-17","True","5","2026-08-22","False"
"SmartBearSoapUI","SmartBear SoapUI","soapui","5.10.0","5.10.0","2026-06-24","False","59","2026-08-22","False"
"SnapmakerLuban","Snapmaker Luban","","","4.15.0","","False","","2026-08-22","False"
"SoberLemurPDFSamBasic","Sober Lemur PDFSam Basic","pdfsam","6.0.5","6.0.5","2026-08-14","False","8","2026-08-22","False"
"SplunkACSCLI","Splunk ACS CLI","","","2.26.0","","False","","2026-08-22","False"
"SprinxSystemsDbGate","Sprinx Systems DbGate","dbgate","7.2.5","7.2.5","2026-08-14","False","8","2026-08-22","False"
"SpyderIDE","Spyder Project Contributors Spyder IDE","spyder","6.1.6","6.1.6","2026-07-30","False","23","2026-08-22","False"
"StefansToolsgrepWin","Stefans Tools grepWin","grepwin","2.1.12","2.1.12","2025-09-24","False","332","2026-08-22","False"
"Stellarium","Stellarium Team Stellarium","stellarium","26.2.0.20260810","26.2","2026-08-10","True","12","2026-08-22","False"
"StrawberryPerl","Strawberry Perl","StrawberryPerl","5.42.3.1","SP_54231_64bit","2026-08-17","True","5","2026-08-22","False"
"SumatraPDFReader","Sumatra PDF Reader","","","3.5.2","","False","","2026-08-22","False"
"SUSERancherDesktop","SUSE Rancher Desktop","","","1.24.0","","False","","2026-08-22","False"
"sylikcJPEGView","sylikc JPEGView","jpegview","1.3.46","1.3.46","2023-10-17","False","1040","2026-08-22","False"
"TableauDesktop","Tableau Desktop","","","2026.2.1","","False","","2026-08-22","False"
"TableauPrep","Tableau Prep","","","2026.2.1","","False","","2026-08-22","False"
"TableauReader","Tableau Reader","","","2026.2.1","","False","","2026-08-22","False"
"TeamViewer","TeamViewer","teamviewer","15.80.6","15.80.4","2026-08-12","True","10","2026-08-22","False"
"TechSmithCamtasia","TechSmith Camtasia","camtasia","2026.0.1","26.2.1","2026-01-14","True","220","2026-08-22","False"
"TechSmithSnagit","TechSmith Snagit","techsmithsnagit","12.3.1","26.3.1","2015-03-19","True","4174","2026-08-22","False"
"TelegramDesktop","Telegram Desktop","telegram","6.4.2","7.0.9","2026-01-12","True","222","2026-08-22","False"
"TelerikFiddlerClassic","Telerik Fiddler Classic","fiddler","6.0.20261.7291","6.0.20261.7291","2026-08-03","False","19","2026-08-22","True"
"TelerikFiddlerEverywhere","Telerik Fiddler Everywhere","fiddler","6.0.20261.7291","8.0.2","2026-08-03","True","19","2026-08-22","True"
"TeraTerm","TeraTerm","teraterm","4.108.0","5.6.2","2023-12-19","True","977","2026-08-22","False"
"Terminals","Terminals","terminals","4.0.1","4.0.1","2017-06-27","False","3343","2026-08-22","False"
"TeXstudio","TeXstudio","texstudio","4.9.7","4.9.7","2026-08-15","False","7","2026-08-22","False"
"ThoriumReader","Thorium Reader","thorium","138.0.7204.303","3.4.0","2026-02-18","True","185","2026-08-22","False"
"ThymioSuite","Thymio Suite","thymiosuite","2.4.0","2.4.0","2022-12-20","False","1341","2026-08-22","False"
"TidepoolUploader","Tidepool Project Tidepool Uploader","","","2.68.0","","False","","2026-08-22","False"
"TienDoNamLocalSend","Tien Do Nam LocalSend","localsend","1.18.0","1.17.0","2026-08-11","True","11","2026-08-22","False"
"TogglDesktop","Toggl Desktop","toggl","7.5.454","7.5.363","2021-12-22","True","1704","2026-08-22","False"
"TorProjectTorBrowser","Tor Project Tor Browser","tor","0.4.8.16","15.0.20","2025-04-05","True","504","2026-08-22","False"
"Tower","Tower","","","13.2.579","","False","","2026-08-22","False"
"TPGiColourContrastAnalyser","TGPi Colour Contrast Analyser","","","3.5.5","","False","","2026-08-22","False"
"TrackerSoftwarePDFTools","Tracker Software PDF Tools","","","11.0.1.0","","False","","2026-08-22","False"
"TrackerSoftwarePDFXChangeEditor","Tracker Software PDF X-Change Editor","","","11.0.1.0","","False","","2026-08-22","False"
"TrackerSoftwarePDFXChangePro","Tracker Software PDF X-Change Pro","","","11.0.1.0","","False","","2026-08-22","False"
"TrackerSoftwarePDFXDriverLite","Tracker Software PDF-XChange Driver Lite","","","11.0.1.0","","False","","2026-08-22","False"
"TrackerSoftwarePDFXDriverStandard","Tracker Software PDF-XChange Driver Standard","","","11.0.1.0","","False","","2026-08-22","False"
"Transmission","Transmission","transmission","4.1.3","4.1.3","2026-06-30","False","53","2026-08-22","False"
"TrimbleSketchUp","Trimble SketchUp","","","26.2.243","","False","","2026-08-22","False"
"TurboVNC","The VirtualGL Project TurboVNC","","","3.3.1","","False","","2026-08-22","False"
"TUWiennomacs","TU Wien nomacs","nomacs","3.22.1","3.22.1","2026-04-22","False","122","2026-08-22","False"
"UltiMakerCura","UltiMaker Cura","Cura","19.4.1","5.13.0","2019-08-26","True","2553","2026-08-22","False"
"UnityHub","Unity Hub","unityhub","2.4.3","3.21.0","2021-06-15","True","1894","2026-08-22","False"
"UpscaylDesktop","Upscayl Desktop","upscayl","2.15.0.20250804","2.15.0","2025-08-04","True","383","2026-08-22","False"
"USBPcap","USBPcap","usbpcap","1.5.4","1.5.4.0","2021-02-10","True","2019","2026-08-22","False"
"vClusterLabsDevPod","vCluster Labs DevPod","devpod","0.5.4","0.6.15","2024-03-21","True","884","2026-08-22","False"
"VeraCrypt","VeraCrypt","veracrypt","1.26.29","1.26.29","2026-06-15","False","68","2026-08-22","False"
"VercelHyper","Vercel Hyper","hyper","3.4.1","3.4.1","2023-01-08","False","1322","2026-08-22","False"
"Versentsaml2aws","Versent saml2aws","saml2aws","2.36.19","2.36.19","2025-03-14","False","526","2026-08-22","False"
"Vibe","Vibe","vibe","3.0.23","3.0.23","2026-07-16","False","37","2026-08-22","False"
"VideoLanVlcPlayer","VideoLan VLC Player ","vlc","3.0.23","3.0.23","2026-01-08","False","226","2026-08-22","False"
"VMPlexWorkstation","VMPlex Workstation","","","1.0.0.14","","False","","2026-08-22","False"
"VMwareTools","VMware Tools","","","13.1.0","","False","","2026-08-22","False"
"voidtoolsEverything","voidtools Everything","Everything","1.4.11032","1.4.1.1030","2026-01-23","True","211","2026-08-22","False"
"Volta","The Volta Maintainers Volta","volta","2.0.2","2.0.2","2024-12-06","False","624","2026-08-22","False"
"VSCodium","VSCodium","vscodium","1.126.4524","1.126.04524","2026-07-07","True","46","2026-08-22","False"
"Vysor","Vysor","vysor","5.0.17","5.0.7","2023-05-19","True","1190","2026-08-21","False"
"Wasmer","Wasmer","","","7.2.1","","False","","2026-08-21","False"
"WeasisDICOMViewer","Weasis DICOM Viewer","weasis","4.7.2","4.7.2","2026-08-14","False","7","2026-08-21","False"
"Win32OpenSSH","Win32-OpenSSH","win32-openssh","2016.5.30.20160922","10.0.0.0","2016-09-23","True","3619","2026-08-21","False"
"WinDirStat","WinDirStat","windirstat","2.8.0","2.8.0","2026-08-02","False","19","2026-08-21","False"
"WindowsEnterpriseDefaults","Windows Enterprise Defaults","","","2606.07.248","","False","","2026-08-21","False"
"WindscribeVPNClient","Windscribe VPN Client","windscribe","2.23.12","2.23.12","2026-08-08","False","13","2026-08-21","False"
"WinMerge","WinMerge","winmerge","2.16.58","2.16.58","2026-07-27","False","25","2026-08-21","False"
"WinSCP","WinSCP","winscp","6.5.6","6.5.6","2026-03-25","False","149","2026-08-21","False"
"Wireshark","Wireshark","wireshark","4.6.8","4.6.8","2026-08-13","False","8","2026-08-21","False"
"WiretrusteeNetbird","Wiretrustee Netbird","netbird","0.77.1","0.77.0","2026-08-21","True","0","2026-08-21","False"
"WixToolset","WiX Toolset","wixtoolset","3.14.1.20250415","7.0.0","2025-04-15","True","493","2026-08-21","False"
"XiboPlayer","XiboPlayer","","","4R407","","False","","2026-08-21","False"
"XnSoftXnConvert","XnSoft Convert","","","1.115","","False","","2026-08-21","False"
"XnSoftXnViewMP","XnSoft XnView MP","XnView","2.52.2","1.11.5","2025-12-22","True","242","2026-08-21","False"
"Xournal","Xournal++","xournal","0.4.8","1.3.7","2017-10-13","True","3234","2026-08-21","False"
"YubicoAuthenticator","Yubico Authenticator","","","7.4.1","","False","","2026-08-21","False"
"YuibicoYubiKeyManagerCLI","Yubico YubiKey Manager CLI","","","5.9.2","","False","","2026-08-21","False"
"Zoom","Zoom","zoom","7.1.5.43453","7.1.6.8048","2026-07-20","True","32","2026-08-21","True"
"ZoomVDI","Zoom Plugins for VDI","zoom","7.1.5.43453","Latest","2026-07-20","True","32","2026-08-21","True"
"ZorgmailVeiligVerzendenAddin","ZorgMail Veilig verzenden plug-in","","","2.12.8","","False","","2026-08-22","False"
"Zotero","Zotero","zotero","9.0.6","10.0","2026-07-07","True","45","2026-08-21","False"
